WordId,Word,TestId,Stem
0,aberrant,0,aberr
1,aberration,0,aberr
2,abstruse,0,abstrus
3,adamant,0,adam
4,admonish,0,admonish
5,admonitory,0,admonitori
6,aesthete,0,aesthet
7,aesthetic,0,aesthet
8,amalgam,0,amalgam
9,ambiguous,0,ambigu
10,ambivalent,0,ambival
11,ameliorate,0,amelior
12,amenable,0,amen
13,amorphous,0,amorph
14,anomalous,0,anomal
15,anomaly,0,anomali
16,antipathy,0,antipathi
17,antithetical,0,antithet
18,apathetic,0,apathet
19,apathy,0,apathi
20,apocryphal,0,apocryph
21,appease,0,appeas
22,arbitrary,0,arbitrari
23,arcane,0,arcan
24,artful,0,art
25,ascetic,0,ascet
26,askance,0,askanc
27,audacious,0,audaci
28,audacity,0,audac
29,auspicious,0,auspici
30,austere,0,auster
31,avaricious,0,avarici
32,banal,0,banal
33,banality,0,banal
34,belie,0,beli
35,belligerent,0,belliger
36,betray,0,betray
37,bolster,0,bolster
38,brazen,0,brazen
39,bucolic,0,bucol
40,burgeon,0,burgeon
41,calumny,0,calumni
42,castigate,0,castig
43,censure,0,censur
44,chastise,0,chastis
45,chortle,0,chortl
46,circumscribe,0,circumscrib
47,circumvent,0,circumv
48,concede,0,conced
49,confound,0,confound
50,conspicuous,0,conspicu
51,constituent,0,constitu
52,construe,0,constru
53,contingent,0,conting
54,contrition,0,contrit
55,contrive,0,contriv
56,copious,0,copiou
57,craven,0,craven
58,cryptic,0,cryptic
59,culminate,0,culmin
60,culpability,0,culpabl
61,decorous,0,decor
62,decorum,0,decorum
63,deferential,0,deferenti
64,deleterious,0,deleteri
65,delineate,0,delin
66,demur,0,demur
67,denigrate,0,denigr
68,denote,0,denot
69,derivative,0,deriv
70,derive,0,deriv
71,didactic,0,didact
72,diffident,0,diffid
73,dilatory,0,dilatori
74,dilettante,0,dilettant
75,disaffected,0,disaffect
76,discrete,0,discret
77,disinterested,0,disinterest
78,dispassionate,0,dispassion
79,disseminate,0,dissemin
80,dogmatic,0,dogmat
81,duress,0,duress
82,eclectic,0,eclect
83,economical,0,econom
84,edifying,0,edifi
85,efficacious,0,efficaci
86,egregious,0,egregi
87,elicit,0,elicit
88,elucidate,0,elucid
89,eminent,0,emin
90,enervate,0,enerv
91,engender,0,engend
92,entrenched,0,entrench
93,ephemeral,0,ephemer
94,equivocal,0,equivoc
95,eradicate,0,erad
96,erudite,0,erudit
97,eschew,0,eschew
98,esoteric,0,esoter
99,espouse,0,espous
100,exacerbate,0,exacerb
101,exacting,0,exact
102,exalt,0,exalt
103,exonerate,0,exoner
104,expound,0,expound
105,extant,0,extant
106,fallacious,0,fallaci
107,fastidious,0,fastidi
108,foment,0,foment
109,forlorn,0,forlorn
110,forthcoming,0,forthcom
111,fortuitous,0,fortuit
112,frivolous,0,frivol
113,frugal,0,frugal
114,frustrate,0,frustrat
115,gainsay,0,gainsay
116,gall,0,gall
117,galvanize,0,galvan
118,garrulous,0,garrul
119,gauche,0,gauch
120,germane,0,german
121,glut,0,glut
122,gossamer,0,gossam
123,gregarious,0,gregari
124,guileless,0,guileless
125,hackneyed,0,hackney
126,harangue,0,harangu
127,harried,0,harri
128,haughty,0,haughti
129,hegemony,0,hegemoni
130,heretic,0,heret
131,iconoclast,0,iconoclast
132,iconoclastic,0,iconoclast
133,idiosyncrasy,0,idiosyncrasi
134,ignoble,0,ignobl
135,ignominious,0,ignomini
136,immutable,0,immut
137,impartial,0,imparti
138,impertinent,0,impertin
139,implacable,0,implac
140,implausible,0,implaus
141,imprudent,0,imprud
142,impudent,0,impud
143,incisive,0,incis
144,incongruous,0,incongru
145,incorrigible,0,incorrig
146,indecorous,0,indecor
147,indifference,0,indiffer
148,inexorable,0,inexor
149,ingenuous,0,ingenu
150,ingratiate,0,ingrati
151,inimical,0,inim
152,innocuous,0,innocu
153,inscrutable,0,inscrut
154,insidious,0,insidi
155,insolent,0,insol
156,intimate,0,intim
157,intransigent,0,intransig
158,intrepid,0,intrepid
159,inveterate,0,inveter
160,involved,0,involv
161,irrevocable,0,irrevoc
162,jingoism,0,jingoism
163,jovial,0,jovial
164,juxtapose,0,juxtapos
165,laconic,0,lacon
166,lambast,0,lambast
167,languid,0,languid
168,largess,0,largess
169,laudable,0,laudabl
170,lionize,0,lioniz
171,magnanimous,0,magnanim
172,maintain,0,maintain
173,maladroit,0,maladroit
174,maverick,0,maverick
175,mawkish,0,mawkish
176,mendacity,0,mendac
177,mercurial,0,mercuri
178,meticulous,0,meticul
179,misconstrue,0,misconstru
180,mitigate,0,mitig
181,mollify,0,mollifi
182,mundane,0,mundan
183,munificent,0,munific
184,myopic,0,myopic
185,myriad,0,myriad
186,negligible,0,neglig
187,nonplussed,0,nonpluss
188,nuance,0,nuanc
189,obscure,0,obscur
190,obsequious,0,obsequi
191,opaque,0,opaqu
192,opulence,0,opul
193,ostentatious,0,ostentati
194,ostracize,0,ostrac
195,panache,0,panach
196,parochial,0,parochi
197,parsimonious,0,parsimoni
198,pedestrian,0,pedestrian
199,pejorative,0,pejor
200,perfidy,0,perfidi
201,petulant,0,petul
202,placate,0,placat
203,platitude,0,platitud
204,poignant,0,poignant
205,polemic,0,polem
206,posit,0,posit
207,pragmatic,0,pragmat
208,precipitous,0,precipit
209,preclude,0,preclud
210,precocious,0,precoci
211,predilection,0,predilect
212,prescience,0,prescienc
213,prevaricate,0,prevar
214,prodigal,0,prodig
215,prodigious,0,prodigi
216,profligate,0,proflig
217,prolific,0,prolif
218,pundit,0,pundit
219,qualify,0,qualifi
220,querulous,0,querul
221,quotidian,0,quotidian
222,ravenous,0,raven
223,rebuke,0,rebuk
224,reconcile,0,reconcil
225,recondite,0,recondit
226,refractory,0,refractori
227,refute,0,refut
228,reproach,0,reproach
229,repudiate,0,repudi
230,rescind,0,rescind
231,restive,0,restiv
232,resurgent,0,resurg
233,reverent,0,rever
234,rudimentary,0,rudimentari
235,rustic,0,rustic
236,sanction,0,sanction
237,scrupulous,0,scrupul
238,soporific,0,soporif
239,specious,0,speciou
240,sporadic,0,sporad
241,spurious,0,spuriou
242,staunch,0,staunch
243,stringent,0,stringent
244,subsume,0,subsum
245,subversive,0,subvers
246,sullen,0,sullen
247,superfluous,0,superflu
248,supplant,0,supplant
249,taciturn,0,taciturn
250,tantamount,0,tantamount
251,temperance,0,temper
252,tempered,0,temper
253,tenacious,0,tenaci
254,timorous,0,timor
255,torpor,0,torpor
256,tortuous,0,tortuou
257,tractable,0,tractabl
258,transient,0,transient
259,travesty,0,travesti
260,treacherous,0,treacher
261,trite,0,trite
262,truncate,0,truncat
263,undermine,0,undermin
264,underscore,0,underscor
265,unequivocal,0,unequivoc
266,unscrupulous,0,unscrupul
267,upbraid,0,upbraid
268,vacillate,0,vacil
269,vehement,0,vehement
270,venality,0,venal
271,venerate,0,vener
272,veracious,0,veraci
273,vilify,0,vilifi
274,vociferous,0,vocifer
275,volubility,0,volubl
276,wanting,0,want
277,winsome,0,winsom
278,aboveboard,0,aboveboard
279,abysmal,0,abysm
280,acme,0,acm
281,advocate,0,advoc
282,affable,0,affabl
283,affluent,0,affluent
284,altruism,0,altruism
285,amiable,0,amiabl
286,amply,0,ampli
287,amuck,0,amuck
288,analogous,0,analog
289,animosity,0,animos
290,antedated,0,anted
291,antiquated,0,antiqu
292,apex,0,apex
293,aphorism,0,aphor
294,appreciable,0,appreci
295,apprehension,0,apprehens
296,archaic,0,archaic
297,ascendancy,0,ascend
298,ascribe,0,ascrib
299,assail,0,assail
300,assuage,0,assuag
301,augment,0,augment
302,autonomously,0,autonom
303,avarice,0,avaric
304,avert,0,avert
305,avid,0,avid
306,badger,0,badger
307,balk,0,balk
308,banish,0,banish
309,beatific,0,beatif
310,becoming,0,becom
311,begrudge,0,begrudg
312,behooves,0,behoov
313,belittle,0,belittl
314,bellicose,0,bellicos
315,benign,0,benign
316,besiege,0,besieg
317,besmirch,0,besmirch
318,bleak,0,bleak
319,boon,0,boon
320,brusquely,0,brusqu
321,buck,0,buck
322,buttress,0,buttress
323,cadaverous,0,cadaver
324,candid,0,candid
325,candidness,0,candid
326,cardinal,0,cardin
327,carping,0,carp
328,catalyst,0,catalyst
329,censor,0,censor
330,cerebral,0,cerebr
331,champion,0,champion
332,chauvinist,0,chauvinist
333,check,0,check
334,checkered,0,checker
335,chivalrous,0,chivalr
336,clemency,0,clemenc
337,coalesce,0,coalesc
338,cogent,0,cogent
339,cohesive,0,cohes
340,collusion,0,collus
341,colossal,0,coloss
342,commendable,0,commend
343,complacent,0,complac
344,complementary,0,complementari
345,compound,0,compound
346,conducive,0,conduc
347,conniving,0,conniv
348,consecrate,0,consecr
349,constraint,0,constraint
350,consummate,0,consumm
351,contemptuous,0,contemptu
352,contrite,0,contrit
353,conundrum,0,conundrum
354,convivial,0,convivi
355,convoluted,0,convolut
356,cornucopia,0,cornucopia
357,corroborate,0,corrobor
358,credence,0,credenc
359,creditable,0,credit
360,credulity,0,credul
361,cumbersome,0,cumbersom
362,dearth,0,dearth
363,debase,0,debas
364,debunk,0,debunk
365,decimation,0,decim
366,degrade,0,degrad
367,delegate,0,deleg
368,deliberate,0,deliber
369,demean,0,demean
370,demure,0,demur
371,deride,0,derid
372,derisive,0,deris
373,derogative,0,derog
374,desecrate,0,desecr
375,destitute,0,destitut
376,deter,0,deter
377,detrimental,0,detriment
378,devolve,0,devolv
379,diabolical,0,diabol
380,differentiate,0,differenti
381,dilapidated,0,dilapid
382,diligent,0,dilig
383,discord,0,discord
384,discreet,0,discreet
385,discriminate,0,discrimin
386,disenfranchise,0,disenfranchis
387,disheartened,0,dishearten
388,disparate,0,dispar
389,dispatch,0,dispatch
390,dog,0,dog
391,dupe,0,dupe
392,eccentric,0,eccentr
393,egotist,0,egotist
394,eke,0,eke
395,elaborate,0,elabor
396,elude,0,elud
397,elusive,0,elus
398,embellish,0,embellish
399,embroiled,0,embroil
400,empathetic,0,empathet
401,emulate,0,emul
402,endemic,0,endem
403,enmity,0,enmiti
404,entice,0,entic
405,enumerate,0,enumer
406,err,0,err
407,errant,0,errant
408,erratic,0,errat
409,euphoria,0,euphoria
410,evasive,0,evas
411,evenhanded,0,evenhand
412,exasperate,0,exasper
413,excruciating,0,excruci
414,exemplify,0,exemplifi
415,exhort,0,exhort
416,extenuating,0,extenu
417,facetious,0,faceti
418,fawn,0,fawn
419,ferret,0,ferret
420,fete,0,fete
421,fickle,0,fickl
422,finagle,0,finagl
423,fleece,0,fleec
424,flounder,0,flounder
425,flush,0,flush
426,foible,0,foibl
427,foolhardy,0,foolhardi
428,forthright,0,forthright
429,futile,0,futil
430,genial,0,genial
431,genteel,0,genteel
432,glean,0,glean
433,goad,0,goad
434,grovel,0,grovel
435,guffaw,0,guffaw
436,hamper,0,hamper
437,hamstrung,0,hamstrung
438,heyday,0,heyday
439,hodgepodge,0,hodgepodg
440,hound,0,hound
441,humdrum,0,humdrum
442,illicit,0,illicit
443,immaterial,0,immateri
444,impeccable,0,impecc
445,impede,0,imped
446,impending,0,impend
447,impermeable,0,imperm
448,implicate,0,implic
449,imponderable,0,imponder
450,impregnable,0,impregn
451,inadvertent,0,inadvert
452,inarticulate,0,inarticul
453,incense,0,incens
454,incessant,0,incess
455,inclement,0,inclement
456,incumbent,0,incumb
457,indict,0,indict
458,indigenous,0,indigen
459,indignant,0,indign
460,industrious,0,industri
461,inflammable,0,inflamm
462,ingenuity,0,ingenu
463,inkling,0,inkl
464,insipid,0,insipid
465,insolvent,0,insolv
466,intermittent,0,intermitt
467,inundate,0,inund
468,irascible,0,irasc
469,irk,0,irk
470,irresolute,0,irresolut
471,jargon,0,jargon
472,jocular,0,jocular
473,junta,0,junta
474,leery,0,leeri
475,lethargic,0,letharg
476,lucid,0,lucid
477,macabre,0,macabr
478,malady,0,maladi
479,malleable,0,malleabl
480,malodorous,0,malodor
481,martial,0,martial
482,maxim,0,maxim
483,meander,0,meander
484,melancholy,0,melancholi
485,melee,0,mele
486,mesmerize,0,mesmer
487,misanthrope,0,misanthrop
488,miscreant,0,miscreant
489,misogynist,0,misogynist
490,moment,0,moment
491,moot,0,moot
492,morose,0,moros
493,morph,0,morph
494,muted,0,mute
495,obdurate,0,obdur
496,obliging,0,oblig
497,obstinate,0,obstin
498,ornate,0,ornat
499,paradoxical,0,paradox
500,pastoral,0,pastor
501,patronize,0,patron
502,paucity,0,pauciti
503,peevish,0,peevish
504,perennial,0,perenni
505,perpetuate,0,perpetu
506,perquisite,0,perquisit
507,pertinent,0,pertin
508,perturb,0,perturb
509,peruse,0,perus
510,pine,0,pine
511,pinnacle,0,pinnacl
512,piquant,0,piquant
513,pithy,0,pithi
514,pittance,0,pittanc
515,placid,0,placid
516,plodding,0,plod
517,ploy,0,ploy
518,powwow,0,powwow
519,precarious,0,precari
520,precedent,0,preced
521,preempt,0,preempt
522,preemptive,0,preemptiv
523,presumption,0,presumpt
524,presumptuous,0,presumptu
525,prevail,0,prevail
526,pristine,0,pristin
527,profuse,0,profus
528,profusion,0,profus
529,proponent,0,propon
530,provisional,0,provision
531,pugnacious,0,pugnaci
532,qualm,0,qualm
533,quandary,0,quandari
534,quip,0,quip
535,raffish,0,raffish
536,raft,0,raft
537,rakish,0,rakish
538,rankle,0,rankl
539,rash,0,rash
540,redress,0,redress
541,relegate,0,releg
542,remiss,0,remiss
543,renege,0,reneg
544,replete,0,replet
545,reprobate,0,reprob
546,reservation,0,reserv
547,resignation,0,resign
548,resolve,0,resolv
549,respite,0,respit
550,retiring,0,retir
551,retract,0,retract
552,rile,0,rile
553,robust,0,robust
554,sanctimonious,0,sanctimoni
555,sanguine,0,sanguin
556,savvy,0,savvi
557,scintillating,0,scintil
558,screed,0,screed
559,sentimental,0,sentiment
560,serendipity,0,serendip
561,serene,0,seren
562,slapdash,0,slapdash
